latitude,longitude,date,label
28.0325375,88.0569625,2018-10-02,1
27.8630375,88.87303750000001,2023-05-21,1
27.2217625,88.2127375,2018-05-26,1
27.4703625,88.63123750000001,2023-09-07,1
28.0240625,88.3940875,2021-08-24,1
27.6398625,88.8567625,2020-08-08,1
27.5861875,88.2383125,2021-08-13,1
27.9477875,88.13368750000001,2020-08-17,1
27.2980375,88.5800875,2019-08-20,1
28.0014625,88.4103625,2018-08-12,1
27.6850625,88.0732375,2024-08-09,1
27.543812499999998,88.4638375,2022-05-03,1
27.6426875,88.7963125,2018-07-10,1
27.4647125,88.4963875,2021-08-11,1
27.295212499999998,88.84281250000001,2024-09-05,1
27.0466125,88.0383625,2020-07-06,1
27.8093625,88.70098750000001,2023-10-12,1
27.3940875,88.23366250000001,2019-05-04,1
27.3404125,88.3592125,2018-07-10,1
27.7980625,88.2197125,2020-07-07,1
28.1285875,88.37083750000001,2022-08-18,1
27.0296625,88.8939625,2024-10-04,1
27.792412499999998,88.5638125,2023-08-23,1
27.7754625,88.73586250000001,2022-06-24,1
27.1200625,88.50568750000001,2024-10-02,1
27.4675375,88.83118750000001,2019-09-15,1
27.5946625,88.1174125,2018-10-07,1
27.2556625,88.9241875,2018-05-16,1
28.0975125,88.7242375,2018-07-24,1
27.3291125,88.6521625,2023-05-26,1
27.7048375,88.1313625,2020-08-11,1
28.0268875,88.1197375,2018-07-02,1
27.3799625,88.1081125,2018-08-25,1
27.0748625,88.2708625,2023-09-07,1
27.8941125,88.1615875,2018-09-20,1
27.4166875,88.87536250000001,2020-07-08,1
27.792412499999998,88.4731375,2024-09-16,1
27.2895625,88.4475625,2020-05-11,1
27.3121625,88.6870375,2021-05-12,1
27.8828125,88.7219125,2021-06-22,1
27.1906875,88.6870375,2019-08-15,1
27.3856125,88.8846625,2019-07-12,1
27.3545375,88.0476625,2018-05-10,1
27.2019875,88.73353750000001,2021-07-27,1
27.6426875,88.0127875,2021-06-10,1
27.2697875,88.1987875,2020-07-21,1
27.1341875,88.1360125,2024-09-06,1
28.0155875,88.7521375,2021-08-18,1
27.1680875,88.64053750000001,2023-10-22,1
27.6822375,88.1174125,2022-08-15,1
27.5861875,88.4545375,2019-08-14,1
27.9647375,88.70563750000001,2022-08-09,1
27.337587499999998,88.2615625,2021-09-06,1
27.800887499999998,88.87071250000001,2022-07-22,1
27.1426625,88.2406375,2022-08-02,1
27.8178375,88.1499625,2018-07-15,1
27.4929625,88.3057375,2021-05-04,1
27.6765875,88.4243125,2022-08-18,1
27.4364625,88.9288375,2018-08-04,1
27.9082375,88.86373750000001,2020-07-20,1
27.9251875,88.3568875,2022-06-09,1
27.2839125,88.40106250000001,2024-10-24,1
27.2782625,88.5754375,2018-10-12,1
27.487312499999998,88.3824625,2018-09-04,1
27.0861625,88.1894875,2018-10-04,1
27.8969375,88.5824125,2020-10-08,1
27.1652625,88.1197375,2019-08-21,1
27.9393125,88.7893375,2022-07-05,1
27.0381375,88.2243625,2021-08-12,1
27.4223375,88.3313125,2022-06-20,1
27.4421125,88.5638125,2021-06-19,1
27.0324875,88.6870375,2023-07-12,1
27.2387125,88.4568625,2022-08-14,1
27.2358875,88.5963625,2021-08-08,1
28.0692625,88.23598750000001,2018-10-13,1
27.7104875,88.1360125,2019-10-15,1
28.035362499999998,88.7149375,2020-07-01,1
27.9110625,88.60798750000001,2022-08-25,1
27.8884625,88.7823625,2024-10-02,1
27.1567875,88.1546125,2018-08-17,1
27.9873375,88.7777125,2019-10-26,1
27.7952375,88.8567625,2019-09-12,1
27.5720625,88.70098750000001,2021-09-14,1
27.1680875,88.5289375,2023-07-13,1
27.0381375,88.5638125,2019-09-11,1
27.3262875,88.1732125,2022-10-10,1
27.8884625,88.7102875,2023-09-20,1
27.5127375,88.6521625,2022-07-19,1
27.3291125,88.2894625,2020-08-15,1
28.0720875,88.3475875,2020-08-12,1
27.3601875,88.8265375,2019-10-26,1
27.7133125,88.6870375,2019-07-05,1
27.4618875,88.63123750000001,2019-06-11,1
27.3714875,88.7288875,2023-07-27,1
27.3714875,88.5754375,2023-07-01,1
27.5381625,88.84048750000001,2019-08-06,1
27.501437499999998,88.47081250000001,2022-08-20,1
27.9054125,88.5428875,2021-08-23,1
27.5692375,88.6637875,2022-07-24,1
27.9873375,88.2499375,2024-08-13,1
27.5861875,88.86838750000001,2022-05-21,1
27.5212125,88.2034375,2023-07-25,1
27.2528375,88.30341250000001,2018-08-12,1
27.6822375,88.0151125,2022-09-16,1
28.1088125,88.3824625,2018-07-15,1
27.5325125,88.7474875,2021-07-26,1
27.8969375,88.3824625,2019-10-18,1
27.2895625,88.2592375,2018-08-18,1
27.6878875,88.0662625,2019-07-24,1
27.6991875,88.69866250000001,2018-10-04,1
27.1002875,88.6870375,2021-05-02,1
27.6850625,88.70563750000001,2024-08-15,1
27.735912499999998,88.83118750000001,2022-08-21,1
27.735912499999998,88.5103375,2021-06-23,1
27.5861875,88.87768750000001,2023-09-20,1
28.0240625,88.0848625,2018-06-06,1
27.5099125,88.3592125,2020-05-03,1
27.0861625,88.3196875,2021-10-18,1
27.4929625,88.7102875,2023-05-11,1
27.2867375,88.2731875,2022-06-20,1
