latitude,longitude,date,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_15d,rainfall_30d,rainfall_intensity_mm_hr,rainfall_forecast_24h,rainfall_forecast_48h,elevation,slope,aspect,curvature,ruggedness_tri,twi,drainage_distance_km,soil,geology,NDVI,land_use,seismic_pga,fault_distance_km,soil_moisture_baseline,soil_moisture_index,soil_moisture_satellite,insar_deformation_mm_yr,insolation_proxy,freeze_thaw_index,root_cohesion_proxy,road_distance,historical_landslide_density,distance_to_nearest_landslide_m,glacial_lake_distance_km,population_density,exposure_index,label
28.0325375,88.0569625,2018-10-02,2.6227035812745703,42.24462237896468,182.5523921221621,404.3226428535004,758.8872260888393,0.3002997108875696,3.7536874063384382,7.366042704784703,3177.5385610273534,89.99691474828906,320.4330139105019,91645672.09888415,113.87059670608399,1.505124807357788,0.2580749988555908,3.0,2.0,0.6095622777938843,1.0,0.2830914556980133,7.628358953788636,0.5940601229667664,0.6931613188318404,0.5592447519302368,8.441370010375977,0.5572799001334595,0.2544777709479625,0.6438249111175538,5733.709149885749,2,0.0,90.39415640300966,6.113063335418701,0.04948007231334091,1
27.8630375,88.87303750000001,2023-05-21,3.517994842938668,13.762482105648504,25.48342932513522,81.22694464850923,119.44756290841144,0.49500037855328627,4.37242660126739,4.019690844101901,2512.4360425905097,89.99766111169511,53.89998570264464,15306386.709677527,191.24811250759618,1.505124807357788,0.2580749988555908,2.0,5.0,0.6881555914878845,1.0,0.3173545002937317,4.604318621378759,0.5492748022079468,0.3712330637700145,0.23686005175113678,10.955153465270996,0.6027008602560432,0.035850810866998296,0.6752622365951538,13332.646813801573,1,0.0,53.16195140312872,5.99098014831543,0.025745834514275298,1
27.2217625,88.2127375,2018-05-26,1.177215307621801,5.678948133956038,27.841866835546924,52.27038397269047,110.88101678318833,0.33865115332436796,1.5129176874537322,5.077439022213446,3157.460332976862,89.99585236806158,123.81579412060779,-160406154.9840603,210.64692124331629,1.505124807357788,0.8161048293113708,3.0,4.0,0.6677485108375549,1.0,0.33397746086120605,5.1533215032641655,0.5168191194534302,0.3478067871277595,0.6856815814971924,10.480147361755371,0.8891311657618892,0.24199023572732822,0.667099404335022,814.9505924253439,1,0.0,13.201296000574642,4.21933650970459,0.1684612095257332,1
27.4703625,88.63123750000001,2023-09-07,0.32231279014206443,39.54682425983385,111.52154745684672,464.8639361873594,727.0643657810131,0.15746206770266194,6.141326573411512,30.427801696687887,4810.364322806294,89.99868827107069,40.074630797788245,-154339523.45560056,276.595929999712,1.505124807357788,0.2580749988555908,4.0,3.0,0.10333696752786636,1.0,0.2382984608411789,33.4363342914596,0.1995687484741211,0.4417824508608271,0.37891966104507446,11.451934814453125,0.5586983678798065,0.9874806453240338,0.4413347870111466,1948.0763239689068,2,0.0,6.231696185157368,6.059558391571045,0.10663963161871526,1
28.0240625,88.3940875,2021-08-24,28.428953952771945,42.625168009494836,71.83902283536095,258.20537088819214,575.3758985023379,9.748384361090581,1.772497005295759,17.08070387639226,2986.363842962296,89.99640990113905,257.75841268045315,99071326.10240924,177.47389180370453,4.213174819946289,0.7742249965667725,2.0,5.0,0.6325012445449829,1.0,0.2600567936897278,18.17817134823725,0.6546485424041748,0.6448366184083623,0.30579832196235657,11.19602108001709,0.8030085460075611,0.15288887637548337,0.6530004978179932,7428.717713826163,2,0.0,71.98261133247658,5.57808256149292,0.040023319804991166,1
27.6398625,88.8567625,2020-08-08,43.025597656116304,56.06702268703054,196.25751703391103,406.63293410668,779.2314055698389,16.561061204225748,11.016302206944799,25.39838136480961,3964.3680332161566,89.98049434018225,2.947015721023149,-57987793.561315745,133.92134783089037,1.505124807357788,0.8161048293113708,3.0,3.0,0.1555119752883911,1.0,0.2887863516807556,9.765325072384627,0.3916042447090149,0.5810752199402968,0.3402835428714752,9.924517631530762,0.5003306236414718,0.824609271438237,0.4622047901153565,12983.50492671441,1,0.0,30.77508661347765,4.828564643859863,0.025187718612106863,1
27.5861875,88.2383125,2021-08-13,11.250332495363269,78.19403997115543,192.5389041189915,373.97941916798436,662.8678002262566,6.750199497217961,8.14190002426635,48.48374610243255,1048.1185230500748,89.98871038944728,322.27900131548046,234642333.05703256,151.4508871774325,4.549647331237793,0.0,1.0,4.0,0.7556648850440979,1.0,0.2699407935142517,14.105728024605993,0.7124415040016174,0.7198838408854253,0.5020998120307922,11.072723388671875,0.5522501606230387,0.0002821080500094781,0.7022659540176392,2653.8832591234113,1,0.0,45.747887411452325,6.000428676605225,0.08692781335158675,1
27.9477875,88.13368750000001,2020-08-17,19.173250481102244,27.677274682060226,93.02350651842578,321.7612669247861,658.3588073984951,5.409784377001209,17.91459257079691,83.8257986732233,2930.7798476597814,89.99848044446557,326.5060677547875,-31126757.1499934,119.54336090060568,1.505124807357788,0.5770732164382935,2.0,4.0,0.5833359360694885,1.0,0.36213284730911255,3.1001960442087335,0.6354680061340332,0.6716191546510253,0.5410933494567871,10.732989311218262,0.541513932803324,0.13040296856327543,0.6333343744277955,8074.087350439975,1,0.0,78.34640138821217,4.197239398956299,0.03620808556082552,1
27.2980375,88.5800875,2019-08-20,12.096807270573485,76.97512615739146,99.14665376728519,333.92645990367913,622.0919424286863,4.863212397478203,7.521667633601279,6.658017277723583,2716.038635512118,89.99154705213893,343.7312599160335,105488706.93367422,174.94493643100108,3.584566354751587,0.8161048293113708,2.0,2.0,0.6311523914337158,1.0,0.25921228528022766,40.69325690063873,0.584081768989563,0.6240527691069696,0.24565793573856354,7.473578453063965,0.510010430591588,0.0682934178518541,0.6524609565734864,3403.837778805406,2,0.0,16.104641811544113,3.655025005340576,0.07076519814341682,1
28.0014625,88.4103625,2018-08-12,27.750125813322462,103.24075367196696,208.4207289493158,416.7729904092431,690.6562043440872,7.449480757602313,21.70124279515261,43.04124160500655,3138.3730377128777,89.99884178553692,338.8394974386112,33879577.8157896,106.7601617826015,2.1982719898223877,0.7742249965667725,2.0,5.0,0.6215253472328186,1.0,0.2622617483139038,15.564862024984505,0.5286513566970825,0.6224321740158612,0.26734912395477295,11.748640060424805,0.5168567826731132,0.23051186327357412,0.6486101388931275,5720.88864156599,2,0.0,69.05919011467999,4.8978071212768555,0.04843520089727324,1
