latitude,longitude,date,label
27.87457033486824,88.4081569489694,2021-01-11,0
27.788025872837082,88.08758493353551,2024-01-04,0
27.888252664962955,88.11914567838826,2023-11-17,0
27.72756758569115,88.76516830034188,2021-02-25,0
27.501058044674885,88.21133201125984,2018-08-24,0
27.07211349939772,88.7696969899531,2021-11-18,0
27.40061434398675,88.90274916268727,2021-02-13,0
27.87957335169335,88.18101399830233,2024-04-01,0
27.527394734211548,88.04073750218213,2021-10-29,0
27.771845317163972,88.69262880499427,2019-01-30,0
28.093285997650657,88.30301758306848,2024-05-03,0
27.530598066741664,88.17620836394839,2020-08-04,0
27.146811301029082,88.44240558139012,2020-04-23,0
27.756889813991236,88.40655128455127,2019-08-03,0
27.940926361545355,88.65124654486209,2018-09-06,0
27.940453575576576,88.74843085247203,2020-03-09,0
27.437850568304096,88.26814513665514,2019-09-05,0
27.15792030647852,88.18591462830186,2022-10-11,0
27.008319364818636,88.731839671077,2023-06-18,0
27.79683687784776,88.72607799885044,2022-08-27,0
27.518574826358325,88.5289293122362,2018-04-06,0
27.12941898309565,88.62161475446514,2018-12-24,0
27.53233871294174,88.52566957902751,2018-07-22,0
27.717231701600667,88.51482884261193,2023-05-10,0
27.631904091642316,88.28267359119823,2022-03-21,0
27.49349064983257,88.19956374572216,2018-03-20,0
27.461637367408837,88.7936648581394,2018-03-30,0
27.33176094627635,88.61558235869602,2019-08-21,0
27.629446332145644,88.72902533446897,2024-12-21,0
27.45921715342728,88.75703895773941,2022-08-25,0
27.188679399495705,88.02112222801449,2018-09-29,0
27.816266066173988,88.4295458241338,2018-08-19,0
27.18223711030797,88.46597164084613,2024-07-25,0
27.786842023837842,88.41492533628386,2019-01-25,0
27.430553985489023,88.28040624290753,2022-10-14,0
27.40884824992533,88.08151442496397,2022-05-31,0
27.133346669396182,88.89456482803105,2020-07-25,0
27.790669061206145,88.24725906415736,2024-05-11,0
27.810085913749663,88.41790619699373,2023-02-27,0
27.108921787233456,88.83942022878578,2019-11-27,0
27.34573098529024,88.53867419911597,2021-10-29,0
27.812993140224556,88.40184652699085,2019-03-28,0
27.70885898999376,88.54321111108885,2018-08-31,0
27.095422082888074,88.38670088401867,2022-07-20,0
27.04702401646394,88.4594114618974,2019-04-27,0
27.163312333418634,88.09616475998197,2020-04-23,0
27.664038366560813,88.1586514607393,2020-02-06,0
27.656599087861444,88.3225889182174,2024-06-22,0
28.083171910962832,88.4485421963569,2021-04-08,0
27.093484899912355,88.45259224767949,2023-06-24,0
27.55449890362061,88.87217860312674,2019-02-16,0
27.53504302319436,88.24828736667547,2022-01-01,0
27.374672966997082,88.48422533429853,2023-12-13,0
27.024421650264774,88.76845148950076,2021-01-26,0
27.626060842199124,88.10097543925596,2022-08-30,0
27.31779417573808,88.61326305026347,2022-09-15,0
27.121747268930164,88.85189101597798,2024-10-28,0
27.042276188479082,88.51601279653408,2019-08-12,0
27.419142180764556,88.77170446111315,2021-03-21,0
27.358366948889667,88.88619643741487,2023-08-28,0
27.328737157098335,88.4790031301855,2024-05-03,0
28.057729234155328,88.15308527035128,2019-10-17,0
27.05074899991333,88.40464026580283,2024-10-13,0
28.00759531086805,88.69620545809497,2024-12-11,0
28.006595514692734,88.83090537491901,2018-10-24,0
27.74767722737957,88.34750168785256,2021-08-19,0
27.296580382992836,88.87123622999643,2024-08-19,0
27.13871646362498,88.77293478507617,2019-09-08,0
27.17321127778568,88.1667195265867,2020-07-27,0
27.988255106146333,88.18268423911455,2022-03-13,0
27.350665750377107,88.7229864995643,2020-03-29,0
27.565837540408648,88.13382467737266,2024-10-19,0
27.015748005110268,88.21358010789893,2019-12-15,0
27.76575430118253,88.11330422930453,2018-12-03,0
27.656661768419617,88.18579135604385,2024-01-19,0
28.048145682637355,88.3697477202572,2023-08-18,0
27.340072021712462,88.45438316217692,2021-07-23,0
28.079854280463074,88.26639499100031,2022-08-22,0
28.04503352512259,88.02311932698922,2022-03-06,0
27.716391876199626,88.09848458548821,2021-11-20,0
27.158583744682222,88.38977631696416,2018-01-17,0
27.673528085154842,88.8677115960882,2024-10-05,0
27.908927834642657,88.43466488944642,2022-06-10,0
27.020155565893997,88.10150391699213,2023-06-29,0
27.937254334817492,88.74103989214241,2021-03-29,0
27.59976963737693,88.56359471325102,2019-08-18,0
27.980545017766893,88.56088965632502,2020-01-11,0
27.422827969050115,88.39607034032737,2020-11-20,0
27.73668205890537,88.80676628752967,2019-12-02,0
27.280058706135033,88.22009599758775,2021-03-06,0
27.842996136675094,88.75940894998425,2024-09-17,0
27.075211508359352,88.55282330729351,2018-09-27,0
27.16517576593775,88.7669376971244,2020-03-25,0
27.16257528425739,88.85650253941334,2020-03-04,0
27.187050846690862,88.26478967657428,2022-01-15,0
27.13050377194185,88.01966765519289,2019-01-28,0
27.062596812355615,88.16241656797034,2023-10-26,0
27.667992512205398,88.63306450992354,2018-05-17,0
27.444802416220192,88.2957317201654,2024-11-21,0
27.049126820074456,88.16879352092477,2021-07-13,0
27.267521704347967,88.23193044552396,2022-07-01,0
27.470376541044608,88.04580633153266,2021-12-31,0
27.422183976459316,88.4870902423074,2024-04-02,0
27.941808165781072,88.04832453581255,2018-09-17,0
28.04507131199041,88.09217522166928,2023-11-10,0
28.019998052638208,88.91100073294554,2023-11-27,0
27.90628924470916,88.72491411291735,2022-05-24,0
27.880265880673285,88.12513355382423,2022-07-01,0
27.60575688062083,88.47822726927708,2024-10-07,0
27.722706496497935,88.24781088527578,2024-01-01,0
27.15793830437797,88.44442586484209,2019-02-27,0
27.26280403279763,88.34178598340708,2020-12-01,0
27.41402346830366,88.30457087490367,2021-01-14,0
27.774889980365217,88.2760951213513,2020-08-27,0
28.072209457188332,88.85220365817051,2023-12-24,0
27.3710481616553,88.4979543545419,2021-05-14,0
27.958873352314196,88.6069062267209,2019-06-02,0
27.601976171954284,88.58861339521889,2023-08-19,0
27.22871719023206,88.6461622598012,2021-07-10,0
27.149276206150745,88.57137315870399,2024-01-09,0
27.095477337270577,88.87042403511158,2023-01-24,0
28.08353467787726,88.74482228375915,2018-12-18,0
27.67086066504698,88.72784041730549,2024-12-22,0
27.666785761754888,88.0883957537349,2023-07-26,0
27.696267241027257,88.1593009128063,2018-11-27,0
27.64684648085825,88.43336619227254,2021-12-15,0
27.59057390632983,88.71044875270613,2024-06-09,0
27.556133133600234,88.55762190061603,2023-08-05,0
28.052296946329815,88.11135223730605,2023-07-02,0
27.09911118345917,88.61181285508769,2018-10-27,0
27.47302737989313,88.72011891701192,2019-06-17,0
27.37701066691091,88.83548088904624,2022-09-12,0
27.861661326189836,88.25159749504647,2023-07-26,0
27.355317177630816,88.14657883322126,2020-07-19,0
27.166995210972676,88.87059854093945,2021-11-19,0
27.433151399738474,88.67860770906996,2021-01-24,0
27.624882163735776,88.87061018775978,2020-07-11,0
27.54168760746073,88.35001431033717,2023-06-18,0
28.114893645764482,88.6675170194834,2023-12-04,0
27.13388079225526,88.79099632164743,2024-08-28,0
27.719893488910063,88.11338716085166,2021-05-07,0
27.775288892569158,88.0114414978764,2022-02-12,0
27.513379296881173,88.76762154541258,2021-01-07,0
27.51815933243236,88.41135213817314,2020-01-25,0
27.341177952330014,88.85415096282946,2023-03-02,0
27.124964904425603,88.92724223178895,2023-06-20,0
27.94569313501686,88.09897016464039,2022-08-29,0
27.752223751800386,88.60461626446968,2024-12-28,0
27.10219802149207,88.83424106097387,2024-01-16,0
27.272135705586496,88.13301034390497,2018-03-16,0
27.877747772982207,88.184329931308,2018-02-07,0
27.741584014440065,88.03363132076007,2024-05-16,0
27.00613571256543,88.0480418628234,2023-09-27,0
27.90567444627114,88.22185412318348,2022-03-29,0
27.959831992503073,88.05322570434254,2022-09-07,0
27.78887648589586,88.77932160334952,2023-08-10,0
27.045370968488186,88.18765736296872,2018-10-18,0
27.71191338437133,88.79155192277861,2018-11-16,0
27.21813688468186,88.25180563872556,2018-09-13,0
28.10763140693551,88.56873555355868,2022-12-20,0
27.061585355940164,88.5731673420326,2018-01-12,0
27.999084653844502,88.65990780514358,2018-04-19,0
27.195634466457427,88.08530053541651,2023-05-23,0
28.107430712896235,88.42646139748639,2019-04-15,0
27.64682685945326,88.1349711368385,2019-09-27,0
27.34051717474163,88.53755601070102,2024-08-15,0
27.790746817385646,88.60378683437814,2021-02-05,0
27.167736058609666,88.47276804675566,2024-08-01,0
27.456558861537065,88.44097691841884,2018-11-27,0
27.151526909156225,88.25861025757658,2018-11-01,0
27.34431620224974,88.39794998872365,2023-07-01,0
27.717130902682637,88.38298413382458,2022-04-11,0
27.46192491365443,88.20239452982818,2024-08-23,0
27.47279204989725,88.44094338783385,2022-02-12,0
